Time21_5,Latitude,Longitude,HalfAngle,Speed,Type,AssociatedCMEID
2012-01-04T15:49Z,33.0,174.0,43.0,320.0,S,2012-01-04T02:24:00-CME-001
2012-01-05T16:58Z,27.0,16.0,56.0,957.0,C,2012-01-05T08:39:00-CME-001
2012-01-05T16:29Z,50.0,-4.0,35.0,949.0,C,2012-01-05T12:39:00-CME-001
2012-01-07T05:34Z,42.0,-130.0,44.0,463.0,S,2012-01-06T21:25:00-CME-001
2012-01-08T08:48Z,-38.0,-135.0,36.0,554.0,C,2012-01-08T02:12:00-CME-001
2012-01-12T17:40Z,5.0,-130.0,15.0,315.0,S,2012-01-12T04:00:00-CME-001
2012-01-12T13:05Z,31.0,-102.0,45.0,710.0,C,2012-01-12T08:24:00-CME-001
2012-01-14T14:20Z,16.0,-40.0,20.0,255.0,S,2012-01-14T05:25:00-CME-001
2012-01-15T05:15Z,-15.0,-58.0,20.0,290.0,S,2012-01-14T23:25:00-CME-001
2012-01-16T07:38Z,-17.0,-92.0,18.0,412.0,S,2012-01-16T01:30:00-CME-001
2012-01-16T06:56Z,28.0,-57.0,47.0,990.0,C,2012-01-16T03:42:00-CME-001
2012-01-18T19:36Z,-23.0,22.0,30.0,520.0,C,2012-01-18T13:25:00-CME-001
2012-01-19T20:51Z,48.0,23.0,27.0,372.0,S,2012-01-19T13:25:00-CME-001
2012-01-19T18:34Z,46.0,-21.0,69.0,1020.0,O,2012-01-19T15:10:00-CME-001
2012-01-21T17:25Z,21.0,50.0,25.0,450.0,S,2012-01-21T17:54:00-CME-001
2012-01-22T16:43Z,-20.0,65.0,28.0,438.0,S,2012-01-22T08:54:00-CME-001
2012-01-22T18:15Z,38.0,139.0,29.0,694.0,C,2012-01-22T10:48:00-CME-001
2012-01-23T05:20Z,41.0,26.0,62.0,2211.0,R,2012-01-23T04:00:00-CME-001
2012-01-25T10:34Z,14.0,98.0,28.0,433.0,S,2012-01-25T02:30:00-CME-001
2012-01-26T08:11Z,60.0,72.0,30.0,1082.0,O,2012-01-26T05:30:00-CME-001
2012-01-27T00:59Z,51.0,-35.0,40.0,522.0,C,2012-01-26T15:54:00-CME-001
2012-01-27T02:00Z,20.0,-133.0,30.0,572.0,C,2012-01-26T19:09:00-CME-001
2012-01-27T14:00Z,-35.0,110.0,40.0,400.0,S,2012-01-27T06:09:00-CME-001
2012-01-27T20:00Z,40.0,75.0,55.0,2200.0,R,2012-01-27T16:39:00-CME-001
2012-01-29T21:00Z,35.0,75.0,50.0,2500.0,R,2012-01-27T18:39:00-CME-001
2012-02-01T03:54Z,-10.0,51.0,34.0,390.0,S,2012-01-31T17:36:00-CME-001
2012-02-03T14:12Z,-30.0,-172.0,25.0,580.0,C,2012-02-03T07:24:00-CME-001
2012-02-04T23:20Z,-30.0,-123.0,30.0,780.0,C,2012-02-04T19:18:00-CME-001
2012-02-09T20:25Z,47.0,79.0,30.0,247.0,S,2012-02-09T06:00:00-CME-001
2012-02-10T03:14Z,23.0,71.0,30.0,546.0,C,2012-02-09T21:17:00-CME-001
2012-02-10T12:25Z,4.0,-19.0,36.0,301.0,S,2012-02-10T12:25:00-CME-001
2012-02-10T15:25Z,38.0,53.0,18.0,238.0,S,2012-02-10T14:24:00-CME-001
2012-02-10T02:24Z,22.0,-27.0,40.0,588.0,C,2012-02-10T20:12:00-CME-001
2012-02-14T18:04Z,50.0,-60.0,35.0,350.0,S,2012-02-13T11:00:00-CME-001
2012-02-16T13:50Z,25.0,155.0,46.0,520.0,C,2012-02-16T06:54:00-CME-001
2012-02-23T15:24Z,24.0,68.0,41.0,550.0,C,2012-02-23T08:24:00-CME-001
2012-02-24T07:40Z,32.0,-12.0,55.0,815.0,C,2012-02-24T03:46:00-CME-001
2012-02-25T05:39Z,-40.0,-39.0,48.0,350.0,S,2012-02-24T20:09:00-CME-001
2012-02-25T23:52Z,21.0,50.0,15.0,350.0,S,2012-02-25T13:25:00-CME-001
2012-02-25T20:49Z,38.0,-108.0,22.0,600.0,C,2012-02-25T14:15:00-CME-001
2012-02-28T01:16Z,20.0,119.0,33.0,600.0,C,2012-02-27T18:48:00-CME-001
2012-02-29T15:03Z,11.0,140.0,41.0,558.0,C,2012-02-29T09:24:00-CME-001
2012-03-01T09:21Z,42.0,-23.0,40.0,268.0,S,2012-02-29T22:36:00-CME-001
2012-03-02T23:02Z,34.0,-91.0,69.0,690.0,C,2012-03-02T18:54:00-CME-001
2012-03-03T23:56Z,18.0,-62.0,60.0,700.0,C,2012-03-03T20:24:00-CME-001
2012-03-04T13:00Z,40.0,-100.0,67.0,508.0,C,2012-03-04T05:24:00-CME-001
2012-03-04T13:22Z,25.0,-48.0,60.0,1540.0,O,2012-03-04T11:24:00-CME-001
2012-03-05T08:56Z,48.0,-49.0,23.0,469.0,S,2012-03-05T03:12:00-CME-001
2012-03-05T06:23Z,22.0,-70.0,51.0,1363.0,O,2012-03-05T04:00:00-CME-001
2012-03-06T11:07Z,20.0,-10.0,35.0,605.0,C,2012-03-06T04:01:00-CME-001
2012-03-06T14:22Z,28.0,-20.0,20.0,545.0,C,2012-03-06T07:52:00-CME-001
2012-03-07T01:44Z,30.0,-60.0,50.0,2200.0,R,2012-03-07T00:36:00-CME-001
2012-03-07T02:20Z,4.0,-23.0,65.0,1800.0,O,2012-03-07T01:25:00-CME-001
2012-03-08T18:00Z,30.0,-111.0,30.0,300.0,S,2012-03-08T00:54:00-CME-001
2012-03-09T00:24Z,8.0,-122.0,32.0,395.0,S,2012-03-08T17:25:00-CME-001
2012-03-09T11:13Z,-10.0,20.0,15.0,300.0,S,2012-03-08T20:54:00-CME-001
2012-03-09T07:14Z,8.0,25.0,60.0,1125.0,O,2012-03-09T04:25:00-CME-001
2012-03-09T15:21Z,-20.0,143.0,28.0,590.0,C,2012-03-09T08:55:00-CME-001
2012-03-10T02:48Z,10.0,-100.0,26.0,560.0,C,2012-03-09T22:06:00-CME-001
2012-03-10T21:36Z,10.0,46.0,22.0,630.0,C,2012-03-10T16:24:00-CME-001
2012-03-10T20:20Z,22.0,5.0,55.0,1400.0,O,2012-03-10T18:09:00-CME-001
2012-03-12T07:46Z,35.0,-70.0,40.0,640.0,C,2012-03-12T02:42:00-CME-001
2012-03-13T18:55Z,25.0,43.0,60.0,2250.0,R,2012-03-13T17:52:00-CME-001
2012-03-14T13:45Z,44.0,-50.0,30.0,500.0,C,2012-03-14T03:54:00-CME-001
2012-03-14T21:57Z,17.0,-28.0,27.0,570.0,C,2012-03-14T16:24:00-CME-001
2012-03-15T13:41Z,52.0,103.0,20.0,300.0,S,2012-03-15T02:00:00-CME-001
2012-03-15T15:15Z,14.0,-17.0,28.0,500.0,C,2012-03-15T08:39:00-CME-001
2012-03-16T04:41Z,21.0,132.0,28.0,730.0,C,2012-03-16T00:42:00-CME-001
2012-03-16T06:15Z,11.0,94.0,28.0,648.0,C,2012-03-16T01:30:00-CME-001
2012-03-17T00:36Z,39.0,72.0,27.0,926.0,C,2012-03-16T20:36:00-CME-001
2012-03-18T03:00Z,25.0,105.0,60.0,1450.0,O,2012-03-18T00:39:00-CME-001
2012-03-21T09:53Z,10.0,175.0,60.0,1550.0,O,2012-03-21T07:39:00-CME-001
2012-03-24T01:20Z,48.0,59.0,23.0,650.0,C,2012-03-23T19:48:00-CME-001
2012-03-24T02:21Z,11.0,-161.0,60.0,1600.0,O,2012-03-24T00:39:00-CME-001
2012-03-24T17:03Z,-20.0,-80.0,30.0,560.0,C,2012-03-24T10:39:00-CME-001
2012-03-25T04:35Z,46.0,-25.0,20.0,750.0,C,2012-03-25T01:09:00-CME-001
2012-03-25T08:59Z,23.0,-118.0,40.0,696.0,C,2012-03-25T04:54:00-CME-001
2012-03-25T13:30Z,-25.0,-170.0,33.0,455.0,S,2012-03-25T05:09:00-CME-001
2012-03-27T01:29Z,15.0,-105.0,50.0,1450.0,O,2012-03-26T23:12:00-CME-001
2012-03-28T03:17Z,-22.0,108.0,26.0,750.0,C,2012-03-27T22:12:00-CME-001
2012-03-26T06:50Z,66.0,-114.0,16.0,620.0,C,2012-03-28T01:25:00-CME-001
2012-03-28T05:12Z,40.0,-114.0,32.0,1035.0,O,2012-03-28T01:48:00-CME-001
2012-03-30T12:43Z,56.0,-10.0,28.0,400.0,S,2012-03-30T00:00:00-CME-001
2012-03-30T20:09Z,36.0,-61.0,37.0,708.0,C,2012-03-30T14:46:00-CME-001
2012-04-02T09:06Z,31.0,-21.0,43.0,485.0,S,2012-04-02T02:36:00-CME-001
2012-04-03T11:31Z,20.0,-31.0,18.0,333.0,S,2012-04-03T02:30:00-CME-001
2012-04-06T05:10Z,62.0,97.0,29.0,322.0,S,2012-04-05T17:12:00-CME-001
2012-04-06T02:56Z,33.0,99.0,36.0,608.0,C,2012-04-05T19:48:00-CME-001
2012-04-06T02:25Z,31.0,-32.0,36.0,686.0,C,2012-04-05T21:36:00-CME-001
2012-04-07T21:40Z,-22.0,155.0,30.0,733.0,C,2012-04-07T16:54:00-CME-001
2012-04-08T03:50Z,-7.0,45.0,25.0,680.0,C,2012-04-07T19:39:00-CME-001
2012-04-08T01:10Z,-45.0,-163.0,43.0,907.0,C,2012-04-07T21:54:00-CME-001
2012-04-08T06:21Z,-28.0,93.0,45.0,760.0,C,2012-04-08T02:30:00-CME-001
2012-04-09T15:58Z,18.0,65.0,48.0,982.0,C,2012-04-09T12:39:00-CME-001
2012-04-12T01:42Z,-25.0,-65.0,26.0,638.0,C,2012-04-11T22:54:00-CME-001
2012-04-13T05:00Z,0.0,-90.0,20.0,700.0,C,2012-04-13T01:54:00-CME-001
2012-04-15T02:45Z,-13.0,130.0,33.0,470.0,S,2012-04-14T19:00:00-CME-001
2012-04-15T05:30Z,15.0,-110.0,35.0,1000.0,O,2012-04-15T02:06:00-CME-001
2012-04-15T20:30Z,14.0,-5.0,30.0,320.0,S,2012-04-15T10:00:00-CME-001
2012-04-16T16:10Z,-35.0,80.0,15.0,430.0,S,2012-04-16T13:36:00-CME-001
2012-04-16T20:25Z,10.0,-70.0,55.0,1250.0,O,2012-04-16T18:10:00-CME-001
2012-04-17T15:00Z,-15.0,-103.0,20.0,580.0,C,2012-04-17T08:12:00-CME-001
2012-04-17T22:40Z,12.0,34.0,22.0,510.0,C,2012-04-17T14:24:00-CME-001
2012-04-18T02:32Z,5.0,158.0,22.0,385.0,S,2012-04-17T18:09:00-CME-001
2012-04-18T08:43Z,12.0,-147.0,24.0,580.0,C,2012-04-18T02:48:00-CME-001
2012-04-18T13:40Z,13.0,-157.0,27.0,700.0,C,2012-04-18T09:09:00-CME-001
2012-04-18T20:02Z,-13.0,20.0,18.0,460.0,S,2012-04-18T13:09:00-CME-001
2012-04-18T18:40Z,10.0,-158.0,22.0,890.0,C,2012-04-18T14:54:00-CME-001
2012-04-19T00:56Z,-22.0,25.0,30.0,500.0,C,2012-04-18T18:24:00-CME-001
2012-04-19T15:09Z,-20.0,21.0,20.0,360.0,S,2012-04-19T06:54:00-CME-001
2012-04-19T20:00Z,-18.0,5.0,20.0,450.0,S,2012-04-19T06:54:00-CME-002
2012-04-19T21:18Z,-28.0,-18.0,25.0,650.0,C,2012-04-19T15:39:00-CME-001
2012-04-19T22:58Z,-34.0,-60.0,32.0,535.0,C,2012-04-19T16:54:00-CME-001
2012-04-20T12:00Z,-18.0,-35.0,18.0,400.0,S,2012-04-19T23:36:00-CME-001
2012-04-20T10:43Z,31.0,50.0,17.0,441.0,S,2012-04-20T02:00:00-CME-001
2012-04-20T09:22Z,13.0,175.0,38.0,600.0,C,2012-04-20T03:24:00-CME-001
2012-04-22T21:30Z,-46.0,88.0,39.0,646.0,C,2012-04-22T15:12:00-CME-001
2012-04-24T00:07Z,-16.0,-13.0,23.0,590.0,C,2012-04-23T18:09:00-CME-001
2012-04-24T18:00Z,10.0,-60.0,30.0,500.0,C,2012-04-24T08:12:00-CME-001
2012-04-26T18:52Z,-34.0,89.0,31.0,500.0,C,2012-04-26T07:24:00-CME-001
2012-04-27T22:00Z,7.0,165.0,25.0,700.0,C,2012-04-27T16:54:00-CME-001
2012-04-27T21:30Z,-39.0,120.0,33.0,600.0,C,2012-04-27T17:24:00-CME-001
2012-04-28T10:00Z,19.0,-57.0,25.0,300.0,S,2012-04-27T20:39:00-CME-001
2012-04-29T04:47Z,-9.0,-37.0,23.0,475.0,S,2012-04-28T22:54:00-CME-001
2012-04-29T03:05Z,-33.0,-148.0,16.0,610.0,C,2012-04-28T23:54:00-CME-001
2012-04-29T16:47Z,30.0,-30.0,33.0,550.0,C,2012-04-29T10:24:00-CME-001
2012-04-30T11:22Z,-34.0,85.0,40.0,960.0,C,2012-04-30T07:48:00-CME-001
2012-05-02T22:50Z,17.0,28.0,35.0,385.0,S,2012-05-02T13:36:00-CME-001
2012-05-03T20:15Z,9.0,-84.0,35.0,650.0,C,2012-05-03T15:25:00-CME-001
2012-05-05T04:30Z,-3.0,-78.0,35.0,650.0,C,2012-05-05T03:09:00-CME-001
2012-05-05T11:10Z,-1.0,-167.0,30.0,300.0,S,2012-05-05T03:09:00-CME-002
2012-05-05T11:25Z,-7.0,-160.0,35.0,600.0,C,2012-05-05T06:10:00-CME-001
2012-05-07T06:45Z,-20.0,45.0,55.0,700.0,C,2012-05-07T03:09:00-CME-001
2012-05-08T03:49Z,-7.0,-15.0,58.0,738.0,C,2012-05-07T23:54:00-CME-001
2012-05-08T15:50Z,18.0,-7.0,37.0,622.0,C,2012-05-08T10:39:00-CME-001
2012-05-09T01:14Z,25.0,75.0,31.0,439.0,S,2012-05-08T17:39:00-CME-001
2012-05-10T07:56Z,-10.0,-133.0,14.0,831.0,C,2012-05-10T03:39:00-CME-001
2012-05-12T02:24Z,-12.0,-42.0,45.0,1040.0,O,2012-05-11T23:54:00-CME-001
2012-05-12T07:15Z,10.0,-70.0,19.0,550.0,C,2012-05-12T01:54:00-CME-001
2012-05-13T16:57Z,-27.0,-110.0,16.0,520.0,C,2012-05-13T09:24:00-CME-001
2012-05-14T01:20Z,56.0,-80.0,31.0,500.0,C,2012-05-13T18:09:00-CME-001
2012-05-15T00:46Z,-21.0,-95.0,29.0,483.0,S,2012-05-14T17:24:00-CME-001
2012-05-15T21:03Z,-23.0,-84.0,28.0,480.0,S,2012-05-15T14:17:00-CME-001
2012-05-16T00:42Z,28.0,78.0,25.0,511.0,C,2012-05-15T18:12:00-CME-001
2012-05-16T12:48Z,-39.0,15.0,24.0,410.0,S,2012-05-16T02:39:00-CME-001
2012-05-17T03:30Z,-10.0,75.0,45.0,1500.0,O,2012-05-17T01:48:00-CME-001
2012-05-17T07:30Z,-15.0,60.0,22.0,700.0,C,2012-05-17T03:36:00-CME-001
2012-05-17T19:47Z,-8.0,160.0,40.0,762.0,C,2012-05-17T14:54:00-CME-001
2012-05-18T12:13Z,20.0,5.0,30.0,587.0,C,2012-05-18T06:09:00-CME-001
2012-05-19T13:35Z,52.0,98.0,35.0,300.0,S,2012-05-19T01:30:00-CME-001
2012-05-20T06:53Z,-48.0,97.0,35.0,412.0,S,2012-05-19T21:12:00-CME-001
2012-05-21T07:51Z,7.0,98.0,26.0,620.0,C,2012-05-21T01:25:00-CME-001
2012-05-21T18:11Z,25.0,-110.0,25.0,318.0,S,2012-05-21T06:00:00-CME-001
2012-05-21T16:12Z,-45.0,116.0,45.0,774.0,C,2012-05-21T09:24:00-CME-001
2012-05-25T05:27Z,25.0,53.0,18.0,580.0,C,2012-05-25T00:00:00-CME-001
2012-05-26T05:01Z,5.0,-40.0,23.0,177.0,S,2012-05-25T07:48:00-CME-001
2012-05-26T09:00Z,-37.0,52.0,30.0,430.0,S,2012-05-26T05:09:00-CME-001
2012-05-26T22:40Z,5.0,110.0,70.0,1100.0,O,2012-05-26T22:54:00-CME-001
2012-05-27T09:40Z,10.0,-50.0,38.0,960.0,C,2012-05-27T06:24:00-CME-001
2012-05-31T06:01Z,-35.0,-175.0,25.0,645.0,C,2012-05-31T01:24:00-CME-001
2012-06-02T01:42Z,10.0,-55.0,20.0,340.0,S,2012-06-01T19:36:00-CME-001
2012-06-02T01:10Z,5.0,95.0,25.0,495.0,S,2012-06-02T00:24:00-CME-001
2012-06-03T20:45Z,-38.0,-43.0,35.0,450.0,S,2012-06-03T13:54:00-CME-001
2012-06-07T03:20Z,-29.0,-7.0,30.0,530.0,C,2012-06-06T20:39:00-CME-001
2012-06-10T21:15Z,-21.0,-140.0,30.0,730.0,C,2012-06-10T16:00:00-CME-001
2012-06-11T16:13Z,-41.0,113.1,25.0,766.0,C,2012-06-11T11:48:00-CME-001
2012-06-12T08:41Z,-30.0,139.0,40.0,1044.0,O,2012-06-12T05:24:00-CME-001
2012-06-13T00:48Z,-15.0,-30.0,29.0,486.0,S,2012-06-12T15:48:00-CME-001
2012-06-13T17:43Z,-13.0,-12.0,11.0,703.0,C,2012-06-13T13:24:00-CME-001
2012-06-13T19:54Z,-25.0,-20.0,41.0,604.0,C,2012-06-13T14:00:00-CME-001
2012-06-14T16:35Z,-20.0,-9.0,50.0,1364.0,O,2012-06-14T14:09:00-CME-001
2012-06-15T19:39Z,2.0,-135.0,40.0,735.0,C,2012-06-15T14:36:00-CME-001
2012-06-17T15:42Z,-27.0,72.0,15.0,530.0,C,2012-06-17T07:48:00-CME-001
2012-06-17T15:34Z,-40.0,-162.0,20.0,576.0,C,2012-06-17T10:12:00-CME-001
2012-06-19T19:00Z,35.0,-84.0,40.0,400.0,S,2012-06-19T14:39:00-CME-001
2012-06-21T18:30Z,5.0,-50.0,34.0,450.0,S,2012-06-21T08:12:00-CME-001
2012-06-21T15:42Z,-39.0,-97.0,23.0,750.0,C,2012-06-21T11:12:00-CME-001
2012-06-23T15:07Z,28.0,105.0,62.0,588.0,C,2012-06-23T07:24:00-CME-001
2012-06-24T10:06Z,-23.0,126.0,38.0,427.0,S,2012-06-24T00:48:00-CME-001
2012-06-26T03:30Z,23.0,-114.0,65.0,410.0,S,2012-06-25T19:25:00-CME-001
2012-06-26T06:16Z,40.0,-116.0,11.0,600.0,C,2012-06-26T00:00:00-CME-001
2012-04-26T23:00Z,-34.0,85.0,27.0,300.0,S,2012-06-26T02:00:00-CME-001
2012-06-26T15:30Z,-19.0,-144.0,25.0,670.0,C,2012-06-26T02:24:00-CME-001
2012-06-26T17:36Z,45.0,-92.0,12.0,800.0,C,2012-06-26T13:25:00-CME-001
2012-06-26T03:56Z,-27.0,-105.0,55.0,380.0,S,2012-06-26T19:45:00-CME-001
2012-06-26T13:28Z,-32.0,-68.0,17.0,450.0,S,2012-06-26T20:24:00-CME-001
2012-06-27T15:20Z,24.0,-89.0,16.0,552.0,C,2012-06-27T09:06:00-CME-001
2012-06-27T19:40Z,46.0,88.0,32.0,485.0,S,2012-06-27T12:54:00-CME-001
2012-06-28T10:11Z,-26.0,-179.0,62.0,876.0,C,2012-06-28T06:48:00-CME-001
2012-06-28T20:55Z,16.0,-55.0,20.0,798.0,C,2012-06-28T20:55:00-CME-001
2012-06-29T07:42Z,-27.0,-41.0,35.0,483.0,S,2012-06-28T23:24:00-CME-001
2012-06-29T06:39Z,-10.0,-41.0,31.0,674.0,C,2012-06-29T01:36:00-CME-001
2012-06-29T10:35Z,-6.0,129.0,22.0,476.0,S,2012-06-29T03:24:00-CME-001
2012-06-29T12:03Z,28.0,-26.0,23.0,1344.0,O,2012-06-29T09:39:00-CME-001
2012-07-02T12:05Z,-4.0,65.0,24.0,820.0,C,2012-07-02T06:36:00-CME-001
2012-07-02T11:58Z,-10.0,-130.0,35.0,1100.0,O,2012-07-02T08:36:00-CME-001
2012-07-02T20:29Z,-37.0,0.0,21.0,460.0,S,2012-07-02T11:36:00-CME-001
2012-07-03T00:51Z,-35.0,8.0,29.0,715.0,C,2012-07-02T19:48:00-CME-001
2012-07-03T09:06Z,-48.0,20.0,28.0,550.0,C,2012-07-03T01:24:00-CME-001
2012-07-03T15:04Z,-45.0,24.0,19.0,520.0,C,2012-07-03T08:36:00-CME-001
2012-07-04T03:48Z,-14.0,10.0,27.0,605.0,C,2012-07-03T22:24:00-CME-001
2012-07-04T13:37Z,-50.0,22.0,27.0,400.0,S,2012-07-04T06:24:00-CME-001
2012-07-04T16:46Z,-54.0,30.0,23.0,441.0,S,2012-07-04T09:24:00-CME-001
2012-07-04T23:28Z,-53.0,30.0,15.0,316.0,S,2012-07-04T12:54:00-CME-001
2012-07-05T02:07Z,-7.0,25.0,31.0,535.0,C,2012-07-04T17:24:00-CME-001
2012-07-05T07:23Z,-58.0,35.0,30.0,435.0,S,2012-07-04T20:39:00-CME-001
2012-07-05T19:14Z,-56.0,42.0,22.0,640.0,C,2012-07-05T13:39:00-CME-001
2012-07-06T01:01Z,-42.0,55.0,28.0,1000.0,O,2012-07-05T23:39:00-CME-001
2012-07-06T16:13Z,-6.0,150.0,30.0,352.0,S,2012-07-06T07:12:00-CME-001
2012-07-07T02:35Z,-35.0,65.0,40.0,1200.0,O,2012-07-06T23:12:00-CME-001
2012-07-08T15:40Z,-45.0,85.0,20.0,850.0,C,2012-07-08T11:00:00-CME-001
2012-07-08T19:30Z,20.0,-172.0,40.0,700.0,C,2012-07-08T15:24:00-CME-001
2012-07-08T19:50Z,-50.0,90.0,30.0,1000.0,O,2012-07-08T16:48:00-CME-001
2012-07-08T22:27Z,-13.0,60.0,25.0,685.0,C,2012-07-08T18:00:00-CME-001
2012-07-09T00:49Z,-13.0,80.0,40.0,595.0,C,2012-07-08T19:12:00-CME-001
2012-07-11T06:38Z,-12.0,-175.0,45.0,610.0,C,2012-07-11T01:25:00-CME-001
2012-07-11T16:51Z,42.0,-11.0,20.0,540.0,C,2012-07-11T11:25:00-CME-001
2012-07-12T04:21Z,34.0,76.0,45.0,440.0,S,2012-07-11T19:09:00-CME-001
2012-07-12T19:29Z,-13.0,6.0,65.0,1300.0,O,2012-07-12T16:54:00-CME-001
2012-07-17T18:10Z,-25.0,58.0,52.0,1200.0,O,2012-07-17T14:24:00-CME-001
2012-07-18T10:10Z,5.0,168.0,50.0,950.0,C,2012-07-18T06:24:00-CME-001
2012-07-19T08:10Z,-14.0,94.0,60.0,1550.0,O,2012-07-19T05:36:00-CME-001
2012-07-23T04:10Z,5.0,130.0,65.0,2800.0,R,2012-07-23T02:36:00-CME-001
2012-07-27T19:39Z,18.0,145.0,32.0,323.0,S,2012-07-27T04:13:00-CME-001
2012-07-28T02:25Z,-24.0,-67.0,49.0,423.0,S,2012-07-27T17:48:00-CME-001
2012-07-29T01:47Z,-20.0,-45.0,60.0,802.0,C,2012-07-28T21:24:00-CME-001
2012-07-31T19:26Z,-24.0,65.0,22.0,380.0,S,2012-07-31T09:24:00-CME-001
2012-07-31T16:40Z,34.0,-78.0,50.0,750.0,C,2012-07-31T11:25:00-CME-001
2012-08-02T20:22Z,-32.0,106.0,39.0,540.0,C,2012-08-02T13:25:00-CME-001
2012-08-02T20:27Z,-28.0,135.0,39.0,800.0,C,2012-08-02T13:54:00-CME-001
2012-08-04T18:46Z,-18.0,-28.0,45.0,745.0,C,2012-08-04T13:48:00-CME-001
2012-08-07T03:12Z,10.0,20.0,20.0,445.0,S,2012-08-06T19:09:00-CME-001
2012-08-08T02:47Z,15.0,50.0,22.0,430.0,S,2012-08-07T14:26:00-CME-001
2012-08-08T10:36Z,30.0,-80.0,16.0,230.0,S,2012-08-07T14:26:00-CME-002
2012-08-08T11:44Z,6.0,35.0,19.0,580.0,C,2012-08-08T05:39:00-CME-001
2012-08-10T17:01Z,-12.0,155.0,36.0,700.0,C,2012-08-10T12:10:00-CME-001
2012-08-13T15:00Z,-12.0,95.0,25.0,550.0,C,2012-08-13T09:46:00-CME-001
2012-08-13T19:26Z,40.0,-10.0,30.0,500.0,C,2012-08-13T13:39:00-CME-001
2012-08-14T09:25Z,35.0,15.0,25.0,400.0,S,2012-08-14T01:36:00-CME-001
2012-08-14T11:30Z,2.0,1.0,25.0,500.0,C,2012-08-14T03:24:00-CME-001
2012-08-16T04:55Z,-46.0,-115.0,35.0,751.0,C,2012-08-16T00:48:00-CME-001
2012-08-16T20:00Z,40.0,-22.0,30.0,350.0,S,2012-08-16T06:24:00-CME-001
2012-08-18T06:33Z,50.0,20.0,30.0,544.0,C,2012-08-18T01:30:00-CME-001
2012-08-19T04:50Z,55.0,-77.0,25.0,600.0,C,2012-08-19T00:00:00-CME-001
2012-08-21T06:30Z,61.0,-129.0,20.0,230.0,S,2012-08-20T13:16:00-CME-001
2012-08-21T00:26Z,3.0,-150.0,25.0,960.0,C,2012-08-20T21:28:00-CME-001
2012-08-21T10:40Z,50.0,130.0,20.0,350.0,S,2012-08-20T23:24:00-CME-001
2012-08-21T23:16Z,-7.0,-170.0,15.0,1100.0,O,2012-08-21T20:42:00-CME-001
2012-08-22T17:36Z,15.0,60.0,27.0,511.0,C,2012-08-22T10:24:00-CME-001
2012-08-24T16:22Z,28.0,-87.0,38.0,520.0,C,2012-08-24T08:24:00-CME-001
2012-08-25T20:05Z,0.0,-145.0,38.0,950.0,C,2012-08-25T17:54:00-CME-001
2012-08-29T18:34Z,-10.0,172.0,27.0,435.0,S,2012-08-29T09:24:00-CME-001
2012-08-31T22:43Z,-15.0,-63.0,75.0,1498.0,O,2012-08-31T20:36:00-CME-001
2012-09-02T08:10Z,10.0,3.0,30.0,730.0,C,2012-09-02T03:09:00-CME-001
2012-09-02T20:15Z,20.0,18.0,25.0,350.0,S,2012-09-02T10:09:00-CME-001
2012-09-07T13:17Z,-6.0,170.0,30.0,315.0,S,2012-09-07T02:24:00-CME-001
2012-09-08T14:01Z,-18.0,124.0,62.0,840.0,C,2012-09-08T10:42:00-CME-001
2012-09-13T16:20Z,35.0,5.0,26.0,415.0,S,2012-09-13T07:42:00-CME-001
2012-09-15T16:27Z,-30.0,-110.0,28.0,560.0,C,2012-09-15T08:12:00-CME-001
2012-09-17T00:53Z,32.0,153.0,28.0,456.0,S,2012-09-16T14:12:00-CME-001
2012-09-17T13:48Z,33.0,81.0,24.0,312.0,S,2012-09-17T02:00:00-CME-001
2012-09-18T00:05Z,34.0,-143.0,25.0,337.0,S,2012-09-17T13:25:00-CME-001
2012-09-18T07:05Z,24.0,-68.0,44.0,480.0,S,2012-09-17T21:12:00-CME-001
2012-09-19T04:15Z,19.0,172.0,54.0,343.0,S,2012-09-18T19:12:00-CME-001
2012-09-19T14:55Z,-16.0,160.0,17.0,1000.0,O,2012-09-19T11:39:00-CME-001
2012-09-19T20:30Z,30.0,-160.0,38.0,500.0,C,2012-09-19T12:54:00-CME-001
2012-09-20T14:52Z,37.0,99.0,37.0,523.0,C,2012-09-20T08:24:00-CME-001
2012-09-20T16:35Z,-28.0,-138.0,56.0,2319.0,R,2012-09-20T15:24:00-CME-001
2012-09-21T08:47Z,12.0,150.0,28.0,1040.0,O,2012-09-21T06:12:00-CME-001
2012-09-21T11:06Z,41.0,-150.0,37.0,790.0,C,2012-09-21T07:30:00-CME-001
2012-09-22T07:10Z,0.0,-101.0,25.0,982.0,C,2012-09-22T03:24:00-CME-001
2012-09-23T18:58Z,20.0,-96.0,58.0,1056.0,O,2012-09-23T15:12:00-CME-001
2012-09-27T12:35Z,-20.0,170.0,64.0,1592.0,O,2012-09-27T10:24:00-CME-001
2012-09-28T01:56Z,5.0,30.0,85.0,1160.0,O,2012-09-28T02:25:00-CME-001
2012-09-28T14:04Z,-10.0,170.0,26.0,950.0,C,2012-09-28T10:54:00-CME-001
2012-09-29T16:36Z,15.0,40.0,28.0,484.0,S,2012-09-29T09:24:00-CME-001
2012-10-01T07:50Z,-30.0,-45.0,28.0,275.0,S,2012-09-30T20:24:00-CME-001
2012-10-02T09:47Z,11.0,95.0,30.0,390.0,S,2012-10-01T20:00:00-CME-001
